מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
74580509GSP,ב.ג תח ימין פביה 01-06/רומסטר/פולו 03+/איביזה עד 07,G037B,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580511GSP,ב.ג תח שמאל פביה 01-06/רומסטר/פולו 03+/איביזה עד 07,G038B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580621GSP,ב.ג תח פייבוריט/פלישיה,G036B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74621125GSP,ב.ג תח לאונה+טנדר,G115B,פעיל,0.000,0.000,0.000,0.000,14.000,0.000,-14.00,0.00,,,,0.00,0.00,0.00,יח',2.34,$
74621231GSP,ב.ג תח B4/B3/ג.לאונה/פורסטר/XV/אימפרזה,G114B,פעיל,29.000,0.000,0.000,0.000,42.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',2.38,$
74640535GSP,ב.ג תח סיטרואן C3 עד 09/סיטרואן C2/סיטרואן C3 פיקאסו/207,G303,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74640643GSP,ב.ג תח ברלינגו 307/308/C4/+08/פרטנר 08+,G351,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',2.50,$
74641249GSP,ב.ג תח ברלינגו/פרטנר/קסרה 16 ממ,GA001,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74641251GSP,ב.ג תח ברלינגו/פרטנר/קסרה 18 ממ,GA003,פעיל,101.000,0.000,0.000,0.000,27.000,0.000,74.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74760863GSP,ב.ג תח 306 עד 97 16 ממ,GA004,פעיל,10.000,0.000,0.000,0.000,6.000,0.000,4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74760867GSP,ב.ג תח 306 98+ 18 ממ,GA002,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74761371GSP,ב.ג תח C5 עד 406/04 עד 605/04 עד 99,G118B,פעיל,34.000,0.000,0.000,0.000,13.000,0.000,21.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74761473GSP,ב.ג על 407,G352,פעיל,80.000,0.000,0.000,0.000,6.000,0.000,74.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74761577GSP,ב.ג תח 605/505/504,G353,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780179GSP,ב.ג על 80-89 T2,G039B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780281GSP,ב.ג תח 90 T4+,G291,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780283GSP,ב.ג תח 90 T4+,G040B,פעיל,27.000,0.000,0.000,0.000,5.000,0.000,22.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780287GSP,ב.ג תח 96 T4+,G290,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780795GSP,ב.ג תח גולף VR6/ונטו עד 97,G180,פעיל,29.000,0.000,0.000,0.000,6.000,0.000,23.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74780997GSP,ב.ג על חיפושית,G375,פעיל,2.000,0.000,0.000,0.000,6.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',2.85,$
74780999GSP,ב.ג תח חיפושית,G376,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74781411GSP,ב.ג תח גולף עד 97/פולו 93+/פאסט/אינקה/ונטו,G035B,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74781417GSP,ב.ג תח ימין פולו פוקס 94-97,G381,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74781419GSP,ב.ג תח שמאל פולו פוקס 94-97,G382,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74781423GSP,ב.ג תח שמאל פביה 01-06/רומסטר/פולו 03+/איביזה עד 07,G384,פעיל,30.000,0.000,0.000,0.000,7.000,0.000,23.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74800929GSP,ב.ג תח J5,G310,פעיל,31.000,0.000,0.000,0.000,6.000,0.000,25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74800933GSP,ב.ג תח דוקאטו + הרקולס 1.4 94-01,G255,פעיל,24.000,0.000,0.000,0.000,6.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74800935GSP,ב.ג תח דוקאטו + הרקולס 1.4 94-01,G312,פעיל,10.000,0.000,0.000,0.000,6.000,0.000,4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74820141GSP,ב.ג על F350,G513,פעיל,5.000,0.000,0.000,0.000,6.000,0.000,-1.00,0.00,,,,0.00,-4.00,4.00,יח',0.00,
74820143GSP,ב.ג תח F350,G510,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74820147GSP,ב.ג על F350,G512,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74820953GSP,ב.ג תח טרנזיט עד 99,G326,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74820957GSP,ב.ג תח טרנזיט 00-13/קונקט,G328,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74821369GSP,ב.ג תח פיאסטה 89-91/אריקה 91+ 17 ממ,G316,פעיל,46.000,0.000,0.000,0.000,52.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74821371GSP,ב.ג תח פיאסטה 92-95,G317,פעיל,27.000,0.000,0.000,0.000,32.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74900283GSP,ב.ג תח בסטה/ס. טראק/ מזדה E2000,G176,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74900285GSP,ב.ג על בסטה/מזדה E2000,G177,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74901001GSP,ב.ג תח ספיה,G162,פעיל,20.000,0.000,0.000,0.000,5.000,0.000,15.00,0.00,,,,0.00,2.00,0.00,יח',0.00,
74901307GSP,ב.ג תח פיקנטו/14 I10+,G997,פעיל,31.000,0.000,0.000,0.000,7.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74901713GSP,ב.ג תח קרניבל 07+,G1001,פעיל,6.000,0.000,0.000,0.000,6.000,0.000,0.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74940715GSP,ב.ג תח אקספרס/מגאן עד 02/טווינגו/קנגו/רנו 19,G001B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74941425GSP,ק.ה R מגאן עד 03/קנגו 03-08/קליאו עד 05,G360,פעיל,27.000,0.000,0.000,0.000,3.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74941427GSP,ב.ג תח מגאן עד 03/קנגו 03-08/קליאו עד 05,G361,פעיל,36.000,0.000,0.000,0.000,8.000,0.000,28.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74941429GSP,ב.ג תח מגאן עד 03/קנגו 03-08/קליאו עד 05,G362,פעיל,96.000,0.000,0.000,0.000,6.000,0.000,90.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74950141GSP,ב.ג תח לה סייבר עד 99/בונוביל/דלתא רויאל,G127,פעיל,13.000,0.000,0.000,0.000,16.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74960349GSP,ב.ג תח אופטרה,G402,פעיל,31.000,0.000,0.000,0.000,7.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961261GSP,ב.ג על ואנדורה דיזל 8 ברגים,G194,פעיל,20.000,0.000,0.000,0.000,5.000,0.000,15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961263GSP,ב.ג על ואנדורה דיזל 8 ברגים,G016B,פעיל,177.000,0.000,0.000,0.000,6.000,0.000,171.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961265GSP,ב.ג תח ואנדורה דיזל 8 ברגים,G017B,פעיל,27.000,0.000,0.000,0.000,32.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961267GSP,ב.ג על ואנדורה בנזין 5 ברגים,G018B,פעיל,5.000,0.000,0.000,0.000,6.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961575GSP,ב.ג על טרייל בלייזר 02-09,G787,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961579GSP,ב.ג תח טרייל בלייזר 02-09/סילברדו עד 10,G520,פעיל,23.000,0.000,0.000,0.000,5.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74961789GSP,ב.ג תח לומינה עד 01/ג.פרי/מונטה קרלו 99-95,G128,פעיל,19.000,0.000,0.000,0.000,5.000,0.000,14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962201GSP,ב.ג על סוואנה עד 05/נבדה/CK 4X4/סוברבן,G023B,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962203GSP,ב.ג תח סוואנה עד 05/נבדה,G022B,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962313GSP,ב.ג תח סונומה 4X2/ג'ימי 4X2/קטלס,G020B,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962317GSP,ב.ג תח סונומה 4X4/ג'ימי 4X4,G013B,פעיל,6.000,0.000,0.000,0.000,7.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962731GSP,ב.ג תח ספארי/אסטרו,G019B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74962733GSP,ב.ג על ספארי/סונומה 4X2/ג'ימי 4X2,G012B,פעיל,33.000,0.000,0.000,0.000,19.000,0.000,14.00,0.00,,,,7.00,0.00,0.00,יח',0.00,
74962939GSP,ב.ג תח קוואליר/קורסיקה/פונטיאק סנבירד/טמפסט,G129,פעיל,75.000,0.000,0.000,0.000,6.000,0.000,69.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75030101GSP,ז.עזר איפון/טרופר/אופל פרונטרה 4X4 4X2,G052,פעיל,20.000,0.000,0.000,0.000,52.000,0.000,-32.00,14.00,,,,19.00,10.00,38.00,יח',6.85,$
75030705GSP,ז.עזר היילוקס 4X2,G057,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',5.90,$
75030707GSP,ז.עזר היילוקס 4X4/פרי ראנר עד 05,G209,פעיל,1.000,0.000,0.000,0.000,16.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',10.00,$
75030709GSP,ז.עזר היילוקס 4X4/פרי ראנר עד 05 עם סטופר,G800,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75450343GSP,ז.עזר BT50/+00 B2500 קונוס 15,G500,פעיל,-1.000,0.000,0.000,0.000,7.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',9.51,$
75450347GSP,ז.פיטמן 00 B2500+,G5990,פעיל,70.000,0.000,0.000,0.000,6.000,0.000,64.00,0.00,,,,0.00,1.00,1.00,יח',5.80,$
75490133GSP,ז.עזר 4X2 L200,G067,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75491251GSP,ז.עזר מגנום 4X4/מגה מגנום/פג'רו,G132,פעיל,2.000,0.000,0.000,0.000,8.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',12.10,$
75491253GSP,ז.עזר מגנום 4X2,G133,פעיל,77.000,0.000,0.000,0.000,4.000,0.000,73.00,0.00,,,,1.00,0.00,0.00,יח',9.20,$
75491655GSP,ז.עזר פג'רו/טארקן,G153,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75550577GSP,ז.עזר ווינר 4X2,G1023,פעיל,9.000,0.000,0.000,0.000,3.000,0.000,6.00,0.00,,,,-1.00,0.00,2.00,יח',0.00,
75550981GSP,ז.עזר טרנו/ווינר 4X4,G822,פעיל,1.000,0.000,0.000,0.000,10.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',7.11,$
75961291GSP,ז.עזר ואנדורה,G125,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75962315GSP,ז.עזר ימין+שמאל סוואנה עד 05/יוקון/CK/נבדה,G028Q,פעיל,26.000,0.000,0.000,0.000,4.000,0.000,22.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75962317GSP,ז.עזר סונומה 4X2,G024Q,פעיל,15.000,0.000,0.000,0.000,3.000,0.000,12.00,0.00,,,,1.00,0.00,0.00,יח',0.00,
75962319GSP,ז.עזר סונומה 4X4/ג'ימי 4X2/בלייזר,G211,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75962731GSP,ז.עזר ימין ספארי/אסטרו,G027Q,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
75962733GSP,ז.עזר שמאל ספארי/אסטרו,G026Q,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
76030105GSP,מ.ק מרכזי איפון 4X2,G210,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
76370727GSP,מ.ק מרכזי היילוקס 4X2 עד 97,G075,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
76370731GSP,מ.ק מרכזי היילוקס 2X4 מ 98+,G1024,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',16.15,$
76550535GSP,מ.ק מרכזי ווינר 4X2,G1025,פעיל,43.000,0.000,0.000,0.000,7.000,0.000,36.00,0.00,,,,-1.00,0.00,2.00,יח',0.00,
76550937GSP,מ.ק מרכזי טרנו,G195,פעיל,2.000,0.000,0.000,0.000,10.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',18.90,$
76962349GSP,מ.ק מרכזי סונומה 4X2/ג'ימי 4X2,G165,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
76999901GSP,שקית גריז 90 גרם!!!,GREASE,פעיל,-465.000,0.000,5000.000,0.000,2229.000,0.000,2306.00,163.00,,,,800.00,49.00,850.00,יח',0.33,$
76999903GSP,בנד לציריה (סט 1 גדול 1 קטן),BAND,פעיל,215.000,0.000,0.000,0.000,370.000,0.000,-155.00,50.00,,,,50.00,0.00,0.00,יח',0.33,$
77450135GSP,ז.פיטמן L200,GN217,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
77450337GSP,ז.פיטמן B2500 עד B2000/99,G002Q,פעיל,42.000,0.000,0.000,0.000,4.000,0.000,38.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
77450345GSP,משולש קרוז אסטרה מ11 תח R,G5590,פעיל,40.000,0.000,0.000,0.000,3.000,0.000,37.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
77451247GSP,ז.פיטמן מגנום 4X4/מגה מגנום 4X4/פג'רו/גלופר,G147,פעיל,-1.000,0.000,0.000,0.000,5.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',5.80,$
77451249GSP,ז.פיטמן מגנום 4X2/מגה מגנום 4X2,G152,פעיל,32.000,0.000,0.000,0.000,6.000,0.000,26.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
77451657GSP,ז.פיטמן פג'רו/טארקן,G254,פעיל,11.000,0.000,0.000,0.000,12.000,0.000,-1.00,2.00,,,,3.00,3.00,0.00,יח',5.90,$
77961289GSP,ז.פיטמן ואנדורה,G021B,פעיל,14.000,0.000,0.000,0.000,3.000,0.000,11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
77961697GSP,ז.פיטמן סוואנה עד 05/נבדה/סיירה/CK/יוקון,G025Q,פעיל,25.000,0.000,0.000,0.000,9.000,0.000,16.00,0.00,,,,0.00,3.00,6.00,יח',0.00,
90020303GSP,מיכל עיבוי פביה / רפיד / רומסטר / פולו מ03 / איביזה מ02,ET900022,פעיל,2.000,0.000,0.000,0.000,47.000,0.000,-45.00,0.00,,,,-1.00,0.00,0.00,יח',3.46,$
90040303GSP,מיכל עיבוי אסטרה 05-09,ET900031,פעיל,69.000,0.000,0.000,0.000,29.000,0.000,40.00,1.00,,,,0.00,-1.00,0.00,יח',5.60,$
90451212GSP,מיכל עיבוי מזדה 3 04+/פוקוס 06-10,ET900033,פעיל,8.000,0.000,200.000,0.000,91.000,0.000,117.00,0.00,,,,0.00,0.00,0.00,יח',5.87,$
90480808GSP,מיכל עיבוי קראפטר 07+/ספרינטר 07+,ET900038,פעיל,103.000,0.000,0.000,0.000,264.000,0.000,-161.00,2.00,,,,0.00,0.00,0.00,יח',10.71,$
90551919GSP,מיכל עיבוי קשקאי 07-13,ET900037,פעיל,3.000,0.000,0.000,0.000,51.000,0.000,-48.00,0.00,,,,-1.00,0.00,0.00,יח',5.77,$
90580101GSP,מיכל עיבוי אוקטביה 13+/סופרב 15+/יטי 14+/גולף 14+,ET900039,פעיל,10.000,0.000,100.000,0.000,71.000,0.000,39.00,0.00,,,,0.00,0.00,0.00,יח',5.77,$
90580103GSP,מיכל עיבוי אוקטביה 05-12/גולף 04+/פאסאט 06+/רפיד,ET900021,פעיל,5.000,0.000,50.000,0.000,86.000,0.000,-31.00,0.00,,,,0.00,0.00,0.00,יח',3.62,$
90800707GSP,מיכל עיבוי ג.פונטו 06+/איבו 10+/פונטו 13+/מיטו 08+,ET900035,פעיל,15.000,0.000,0.000,0.000,12.000,0.000,3.00,0.00,,,,0.00,2.00,0.00,יח',5.77,$
90821212GSP,מיכל עיבוי פוקוס 11+,ET900034,פעיל,4.000,0.000,100.000,0.000,26.000,0.000,78.00,0.00,,,,0.00,0.00,0.00,יח',5.77,$
90941414GSP,מיכל עיבוי מגאן 16+/סניק 16+,ET900028,פעיל,53.000,0.000,0.000,0.000,43.000,0.000,10.00,0.00,,,,4.00,7.00,5.00,יח',5.77,$
90941616GSP,מיכל עיבוי פלואנס/סניק 09+,ET900029,פעיל,11.000,0.000,0.000,0.000,67.000,0.000,-56.00,3.00,,,,7.00,18.00,4.00,יח',7.08,$
90942020GSP,מיכל עיבוי קפצ'ור/קליאו 12+/לוגאן 14+,ET900030,פעיל,54.000,0.000,0.000,0.000,73.000,0.000,-19.00,0.00,,,,0.00,16.00,35.00,יח',5.77,$
90961414GSP,מיכל עיבוי טרקס/מוקה,ET900036,פעיל,63.000,0.000,0.000,0.000,46.000,0.000,17.00,3.00,,,,9.00,25.00,3.00,יח',6.58,$
D4020404DOLZ,ק.טיימינג A6/A3/גולף 1.8/כולל פניאומטי,SKD110,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4040300DOLZ,ק.טיימינג אסטרה 11+/אינסיגניה 11+ 2.0 דיזל,SKD102,פעיל,3.000,0.000,0.000,0.000,23.000,0.000,-20.00,0.00,,,,0.00,0.00,6.00,יח',32.00,EUR
D4040303DOLZ,ק.טיימינג אסטרה 99-04 1.8 1.6,SKD081,פעיל,4.000,0.000,0.000,0.000,8.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',26.60,EUR
D4081331DOLZ,ק.טיימינג אלפא V16 146/145/156/147,SKD086,פעיל,4.000,0.000,0.000,0.000,8.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',32.64,EUR
D4240505DOLZ,ק.טיימינג רנו קליאו 1.2 מ02 דצ'יה לוגאן מ12 סאנדרו 1.2,SKD039,פעיל,5.000,0.000,0.000,0.000,22.000,0.000,-17.00,0.00,,,,0.00,-5.00,13.00,יח',17.74,EUR
D4240506DOLZ,ק.טיימינג לוגן 8V 1.6/דוקר V8 1.6,SKD085,פעיל,4.000,0.000,0.000,0.000,8.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',23.09,EUR
D4320808DOLZ,ק.טיימינג XC90/XC60/2.4 2.0 +11 S40,SKD111,פעיל,4.000,0.000,0.000,0.000,10.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',29.76,EUR
D4320823DOLZ,ק.טיימינג 142X23 V40 V70 S40 S60 S70 S80,SKD115,פעיל,11.000,0.000,0.000,0.000,21.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',29.50,EUR
D4320888DOLZ,ק.טיימינג S60/S70/S80/V40/V70/S40 05+,SKD164,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4371010DOLZ,ק.טיימינג לנדקרוזר 01+/היילוקס 02-05/ויגו 06+/הייאס 02+,SKD237,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4390339DOLZ,ק.טיימינג I10/אטוס,SKD235,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4391221DOLZ,ק.טיימינג אלנטרה/אקסנט 1.4 1.6/גטס/ריו 06+/סרטו/מטריקס,SKD146,פעיל,0.000,0.000,0.000,0.000,101.000,0.000,-101.00,0.00,VVV,,,0.00,0.00,18.00,יח',21.13,EUR
D4391414DOLZ,ק.טיימינג יונדאי אקסנט 1.5+יונדאי גטס 1.3,SKD145,פעיל,17.000,0.000,0.000,0.000,79.000,0.000,-62.00,0.00,,,,0.00,2.00,10.00,יח',13.67,EUR
D4391717DOLZ,ק.טיימינג טוסון/טראג'ט/אלנטרה/סנטפה/קרנס/ספורטאג'/מג'נטיס,SKD172,פעיל,1.000,0.000,0.000,0.000,11.000,0.000,-10.00,1.00,,,,0.00,0.00,0.00,יח',43.00,EUR
D4490303DOLZ,ק.טיימינג אאוטלנדר 407/508/C5/07-12/לנדרובר,SKD163,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4580100DOLZ,ק.טיימינג אוקטביה 13+ 1.6 2.0 דיזל/טולדו 14+/רפיד 16+ 145שי,SKD153,פעיל,0.000,0.000,0.000,0.000,470.000,0.000,-470.00,0.00,VVV,,,0.00,0.00,1.00,יח',44.54,EUR
D4580101DOLZ,ק.טיימינג אוקטביה/פביה/גולף/בורה/141/A3 שיניים 2 מותחים,SKD013,פעיל,0.000,0.000,0.000,0.000,45.000,0.000,-45.00,0.00,,,,7.00,0.00,0.00,יח',52.00,EUR
D4580185DOLZ,ק.טיימינג פולקסווגן סקודה 1.4TSI 1.2TSI 1.0TSI מ163X20 14,SKD149,פעיל,0.000,0.000,0.000,0.000,78.000,0.000,-78.00,0.00,VVV,,,1.00,0.00,-1.00,יח',25.48,EUR
D4610101DOLZ,ק.טיימינג איביזה/רומסטר/פולו/פביה V16,SDK080,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4610106DOLZ,ק.טיימינג פולקסווגן פולו+סקודה פביה 130/200,SKD080,פעיל,0.000,0.000,0.000,0.000,76.000,0.000,-76.00,0.00,,,,21.00,0.00,5.00,יח',45.11,EUR
D4640600DOLZ,ק.טיימינג C4 פיקאסו 14+/ברלינגו 14+/ 141 שיניים,SKD169,פעיל,0.000,0.000,0.000,0.000,44.000,0.000,-44.00,0.00,,,,3.00,0.00,0.00,יח',31.17,EUR
D4640606DOLZ,ק.טיימינג C4 פיקאסו 14+/ברלינגו 141 HDI 1.6 שיניים,SKD079,פעיל,0.000,0.000,0.000,0.000,105.000,0.000,-105.00,0.00,,,,0.00,0.00,18.00,יח',37.16,EUR
D4641212DOLZ,ק.טיימינג פרטנר/ברלינגו/ג'מפי,SKD008,פעיל,15.000,0.000,0.000,0.000,25.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',26.14,EUR
D4641222DOLZ,ק.טיימינג ברלינגו/פרטנר/2008/C5/3008/איירקרוס/C4,SKD236,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
D4641331DOLZ,ק.טיימינג ג'מפי 12+ 2.0 דיזל/פרואייס,SKD106,פעיל,3.000,0.000,0.000,0.000,8.000,0.000,-5.00,0.00,,,,0.00,2.00,0.00,יח',34.50,EUR
D4641717DOLZ,ק.טיימינג ברלינגו HDI 1.6 מ-06+C4 1.6 HDI,SKD016,פעיל,22.000,0.000,0.000,0.000,73.000,0.000,-51.00,0.00,,,,0.00,0.00,5.00,יח',28.66,EUR
D4760708DOLZ,ק.טיימינג C/1.6 301 אליזה C2/C3/C4/308/207/206/+05 307/1.6,SKD049,פעיל,19.000,0.000,0.000,0.000,63.000,0.000,-44.00,0.00,,,,0.00,0.00,4.00,יח',31.42,EUR
D4760900DOLZ,ק.טיימינג 307 עד 206/04 עד 04/קסרה עד 05,SKD042,פעיל,4.000,0.000,0.000,0.000,7.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',33.08,EUR
D4760909DOLZ,ק.טיימינג ג'מפי גלקסי S-MAX מונדאו אקספרט מ07,SKD038,פעיל,10.000,0.000,0.000,0.000,19.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',32.72,EUR
D4761000DOLZ,ק.טיימינג 116X25.4 HDI C5/C4/5008/3008/508/308 2.0,SKD171,פעיל,3.000,0.000,0.000,0.000,26.000,0.000,-23.00,0.00,,,,0.00,0.00,6.00,יח',32.42,EUR
