מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
73780219GSP,ק.ה שמאל 96-02 T4/אאודי TT,G287,פעיל,6.000,0.000,0.000,0.000,4.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73780729GSP,ק.ה שמאל גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+,G203,פעיל,34.000,0.000,0.000,0.000,5.000,0.000,29.00,0.00,,,,0.00,0.00,1.00,יח',0.00,
73780731GSP,ק.ה ימין גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+,G204,פעיל,51.000,0.000,0.000,0.000,6.000,0.000,45.00,0.00,,,,0.00,0.00,2.00,יח',0.00,
73781445GSP,ק.ה ימין פולו פוקס 94+,G379,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73781447GSP,ק.ה שמאל פולו פוקס 94+,G380,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73800349GSP,ק.ה אונו/אוטוביאנקי Y10,G238,פעיל,17.000,0.000,0.000,0.000,2.000,0.000,15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73800857GSP,ק.ה דובלו/מריאה/מולטיפלה,G304,פעיל,21.000,0.000,0.000,0.000,3.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73800969GSP,ק.ה דוקאטו/הרקולס 94-01,G311,פעיל,7.000,0.000,0.000,0.000,5.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73801781GSP,ק.ה פיורינו 93+,G308,פעיל,8.000,0.000,0.000,0.000,4.000,0.000,4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73802187GSP,ק.ה דונה/פיורינו 88-92,G305,פעיל,45.000,0.000,0.000,0.000,48.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73802979GSP,ק.ה פונטו/פונטו ספייס,G237,פעיל,18.000,0.000,0.000,0.000,3.000,0.000,15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820601GSP,ק.ה אקספלורר 07+,G1004,פעיל,26.000,0.000,0.000,0.000,2.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820697GSP,ק.ה אקספלורר 98-03,G241,פעיל,9.000,0.000,0.000,0.000,2.000,0.000,7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820703GSP,ק.ה פיאסטה עד 93/אריקה עד 90,G315,פעיל,9.000,0.000,0.000,0.000,11.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820705GSP,ק.ה ימין אריקה 91+,G242,פעיל,30.000,0.000,0.000,0.000,33.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820707GSP,ק.ה שמאל אריקה 91+,G243,פעיל,38.000,0.000,0.000,0.000,41.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820909GSP,ק.ה טרנזיט 86-91,G324,פעיל,18.000,0.000,0.000,0.000,2.000,0.000,16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820911GSP,ק.ה טרנזיט 92-99,G325,פעיל,51.000,0.000,0.000,0.000,4.000,0.000,47.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73820913GSP,ק.ה טרנזיט 00-13,G327,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821021GSP,ק.ה מונדאו 01-07,G323,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821129GSP,ק.ה פנימי 4X4 CK/יוקון/סוברבן/סיארה,G009T,פעיל,90.000,0.000,0.000,0.000,5.000,0.000,85.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821243GSP,ק.ה ימין פוקוס 06+/וולוו S40 04+/וולוו V50,G405,פעיל,2.000,0.000,0.000,0.000,3.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821245GSP,ק.ה שמאל פוקוס 06+/וולוו 04 S40+/וולוו V50,G406,פעיל,29.000,0.000,0.000,0.000,3.000,0.000,26.00,1.00,,,,2.00,0.00,0.00,יח',2.80,$
73821357GSP,ק.ה פיאסטה 95-94/קורייר,G318,פעיל,20.000,0.000,0.000,0.000,4.000,0.000,16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821359GSP,ק.ה ימין פיאסטה 96-02,G319,פעיל,18.000,0.000,0.000,0.000,3.000,0.000,15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821361GSP,ק.ה שמאל פיאסטה 96-02,G320,פעיל,43.000,0.000,0.000,0.000,4.000,0.000,39.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73821775GSP,ק.ה אירוסטאר ES2262,G160,פעיל,15.000,0.000,0.000,0.000,17.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901587GSP,ק.ה פרייד,G167,פעיל,89.000,0.000,0.000,0.000,92.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901691GSP,ק.ה קלארוס/קארנס/שומה,G168,פעיל,15.000,0.000,0.000,0.000,3.000,0.000,12.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901797GSP,ק.ה ימין קרניבל עד 06,G250,פעיל,5.000,0.000,0.000,0.000,3.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901799GSP,ק.ה שמאל קרניבל עד 06,G251,פעיל,22.000,0.000,0.000,0.000,3.000,0.000,19.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901805GSP,ק.ה שמאל קרנס 06+,G1020,פעיל,29.000,0.000,0.000,0.000,4.000,0.000,25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901807GSP,ק.ה ימין קרנס 06+,G1021,פעיל,29.000,0.000,0.000,0.000,4.000,0.000,25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901909GSP,ק.ה ריו עד 05,G528,פעיל,3.000,0.000,0.000,0.000,4.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901915GSP,ק.ה ימין ריו 06-11,G529,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73901917GSP,ק.ה שמאל ריו 05+,G530,פעיל,28.000,0.000,0.000,0.000,3.000,0.000,25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941439GSP,ק.ה ימין מגאן 04-08/סניק 03+,G365,פעיל,47.000,0.000,0.000,0.000,4.000,0.000,43.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941441GSP,ק.ה שמאל מגאן 04-08/סניק 03+,G366,פעיל,35.000,0.000,0.000,0.000,3.000,0.000,32.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941847GSP,ק.ה שמאל קליאו 90-94,G355,פעיל,38.000,0.000,0.000,0.000,41.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941849GSP,ק.ה ימין קליאו 90-94,G354,פעיל,31.000,0.000,0.000,0.000,34.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941851GSP,ק.ה ימין קליאו 94-98,G356,פעיל,26.000,0.000,0.000,0.000,28.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941853GSP,ק.ה שמאל קליאו 94-98,G357,פעיל,30.000,0.000,0.000,0.000,33.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941855GSP,ק.ה ימין קליאו 98-01,G358,פעיל,30.000,0.000,0.000,0.000,3.000,0.000,27.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941857GSP,ק.ה שמאל קליאו 98-01,G359,פעיל,15.000,0.000,0.000,0.000,2.000,0.000,13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941967GSP,ק.ה ימין קנגו עד 99,G363,פעיל,30.000,0.000,0.000,0.000,3.000,0.000,27.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941969GSP,ק.ה שמאל קנגו עד 99,G364,פעיל,22.000,0.000,0.000,0.000,2.000,0.000,20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941975GSP,ק.ה ימין קנגו 99-08/מיקרה 06+/מגאן עד 03/קליאו 05-10/סניק,G295,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73941977GSP,ק.ה שמאל קנגו 99-08/מיקרה 06+/מגאן עד 03/קליאו 05-10/סניק,G296,פעיל,1.000,0.000,0.000,0.000,2.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960289GSP,ק.ה שמאל אוואו,G297,פעיל,29.000,0.000,0.000,0.000,8.000,0.000,21.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960293GSP,ק.ה ימין אוואו,G298,פעיל,16.000,0.000,0.000,0.000,10.000,0.000,6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960297GSP,ק.ה אוואו 12+,G994,פעיל,35.000,0.000,0.000,0.000,3.000,0.000,32.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960301GSP,ק.ה שמאל אופטרה 04+,G401,פעיל,1.000,0.000,0.000,0.000,3.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960399GSP,ק.ה ימין אופטרה 04+,G400,פעיל,27.000,0.000,0.000,0.000,3.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73960509GSP,ק.ה אימפלה 00-05/לומינה 00-01/קרלו 00+/לקרוס 05+,G831,פעיל,13.000,0.000,0.000,0.000,3.000,0.000,10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73961217GSP,ק.ה חיצוני ואנדורה,G003T,פעיל,50.000,0.000,0.000,0.000,5.000,0.000,45.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73961219GSP,ק.ה פנימי ואנדורה,G004T,פעיל,3.000,0.000,0.000,0.000,5.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73961733GSP,ק.ה לומינה עד 99/ג. פרי/מונטה קרלו,G127,פעיל,15.000,0.000,0.000,0.000,17.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73961937GSP,ק.ה מליבו 97-04/אלרו/אפלנדר/ביואיק רנדוו,G092,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73961941GSP,ק.ה מליבו 05-12,G514,פעיל,24.000,0.000,0.000,0.000,11.000,0.000,13.00,0.00,,,,0.00,2.00,0.00,יח',0.00,
73962247GSP,ק.ה חיצוני סוואנה עד 05/סיארה/CK/יוקון,G007T,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962253GSP,ק.ה פנימי סוואנה עד 05/סיארה/נבדה/CK 4X2,G008T,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962257GSP,ק.ה סוואנה 06+/סילברדו 01-10,G819,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',3.91,$
73962363GSP,ק.ה פנימי סונומה 4X4/ג'ימי 4X4,G212,פעיל,6.000,0.000,0.000,0.000,2.000,0.000,4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962365GSP,ק.ה חיצוני סונומה 4X2/ג'ימי 4X2/קטלס/אלקמינו,G130,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962367GSP,ק.ה פנימי סונומה 4X2/ג'ימי 4X2/קטלס/אלקמינו ES2034,G131,פעיל,7.000,0.000,0.000,0.000,4.000,0.000,3.00,0.00,,,,2.00,0.00,0.00,יח',0.00,
73962779GSP,ק.ה חיצוני ספארי/אסטרו הברגה 24 סמ,G005T,פעיל,1.000,0.000,0.000,0.000,3.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962781GSP,ק.ה פנימי ספארי/אסטרו/ג.פרי 77-73,G006T,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73962989GSP,ק.ה קוואליר ES3374,G093,פעיל,20.000,0.000,0.000,0.000,3.000,0.000,17.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73963197GSP,ק.ה ימין קורסיקה/סנבירד/טמפסט,G163,פעיל,4.000,0.000,0.000,0.000,2.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73963199GSP,ק.ה שמאל קורסיקה/סנבירד/טמפסט,G164,פעיל,9.000,0.000,0.000,0.000,2.000,0.000,7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73990637GSP,ק.ה וויאג'ר 01+/טאון קאנטרי 01-04,G805,פעיל,-2.000,0.000,0.000,0.000,6.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73990847GSP,ק.ה ימין סברינג 01-06/סטרטוס עד 00,G391,פעיל,13.000,0.000,0.000,0.000,2.000,0.000,11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73990849GSP,ק.ה שמאל סברינג 01-06/סטרטוס עד 00,G392,פעיל,18.000,0.000,0.000,0.000,2.000,0.000,16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
73991053GSP,ק.ה ניאון/וויאג'ר עד 00,G166,פעיל,-2.000,0.000,0.000,0.000,1.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74020101GSP,ב.ג תח ימין אאודי 80 עד 89/פסאט הגה כח 17 ממ,G033B,פעיל,1.000,0.000,0.000,0.000,5.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74030123GSP,ב.ג על איפון 4X2+4X4,G049,פעיל,22.000,0.000,0.000,0.000,3.000,0.000,19.00,0.00,,,,0.00,0.00,0.00,יח',3.20,$
74030125GSP,ב.ג תח איפון 4X2,G050,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74030127GSP,ב.ג תח איפון 4X4/טרופר עד 98/דימקס/רודאו,G051,פעיל,1.000,0.000,0.000,0.000,23.000,0.000,-22.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74030331GSP,ב.ג על טרופר/דימקס 4X4/רודאו 3 ברגים,G844,פעיל,1.000,0.000,0.000,0.000,10.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',3.83,$
74030337GSP,ב.ג תח טרופר 99+,GSM216,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',7.12,$
74040141GSP,ב.ג תח שמאל אומגה 86-93,G200,פעיל,8.000,0.000,0.000,0.000,13.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74040143GSP,ב.ג תח ימין אומגה 86-93,G201,פעיל,16.000,0.000,0.000,0.000,21.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74040347GSP,ב.ג תח אסטרה 98-03/וקטרה 96-01/זפירה,G331,פעיל,2.000,0.000,0.000,0.000,7.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74041055GSP,ב.ג תח קדט/רייסר/סופר רייסר/לנוס/אספרו,G082B,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74041157GSP,ב.ג תח קורסה 82-96/טיגרה עד 96,G333,פעיל,1.000,0.000,0.000,0.000,4.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74041161GSP,ב.ג תח קורסה 96-00/טיגרה 96-00,G142,פעיל,8.000,0.000,0.000,0.000,6.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74041167GSP,ב.ג תח קורסה 01-05,G788,פעיל,36.000,0.000,0.000,0.000,6.000,0.000,30.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74140481GSP,ב.ג תח ב.מ.וו סדרה 91-98 E36 3 קצר,G796,פעיל,26.000,0.000,0.000,0.000,12.000,0.000,14.00,0.00,,,,0.00,2.00,0.00,יח',0.00,
74140483GSP,ב.ג תח ב.מ.וו סדרה 82-98 E36 3 ארוך,G798,פעיל,22.000,0.000,0.000,0.000,26.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74200393GSP,ב.ג תח ג'יפ סופה,G802,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74200395GSP,ב.ג על ג'יפ סופה,G836,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74200901GSP,ב.ג על ג'יפ 6,G388,פעיל,4.000,0.000,0.000,0.000,5.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74200903GSP,ב.ג תח ג'יפ 6,G389,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74310111GSP,ב.ג תח 07 CRV+,G575,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74310515GSP,ב.ג תח אקורד 09+,G784,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74310923GSP,ב.ג תח סיוויק CRV/91-00/רובר 400,G100,פעיל,1.000,0.000,0.000,0.000,12.000,0.000,-11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74310929GSP,ב.ג תח סיוויק 01-05,G833,פעיל,1.000,0.000,0.000,0.000,2.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',2.57,$
74370747GSP,ב.ג תח היילוקס 4X4,G838,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74370755GSP,לא למכירה היילוקס 4X2 43039295,G055,פעיל,128.000,0.000,0.000,0.000,131.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74370759GSP,ב.ג על היילוקס 4/+98 4X2/+98 4X4 ראנר,G837,פעיל,28.000,0.000,0.000,0.000,7.000,0.000,21.00,0.00,,,,0.00,2.00,0.00,יח',4.50,$
74370763GSP,ב.ג על היילוקס 4X2 עד 97 ידני,G056,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74370767GSP,ב.ג על היילוקס 4X2 +98,G810,פעיל,7.000,0.000,0.000,0.000,6.000,0.000,1.00,0.00,,,,0.00,0.00,0.00,יח',5.40,$
74370873GSP,ב.ג על ויגו 4X4+4X2,G808,פעיל,57.000,0.000,0.000,0.000,7.000,0.000,50.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74371081GSP,ב.ג תח ימין לנדקרוזר עד 02,G839,פעיל,6.000,0.000,0.000,0.000,8.000,0.000,-2.00,0.00,,,,0.00,3.00,0.00,יח',0.00,
74371083GSP,ב.ג תח שמאל לנדקרוזר עד 02,G840,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74371085GSP,ב.ג על לנדקרוזר עד 02,G841,פעיל,0.000,0.000,0.000,0.000,12.000,0.000,-12.00,0.00,,,,0.00,0.00,0.00,יח',2.91,$
74371491GSP,ב.ג תח פריוס עד 08,G998,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74371599GSP,ב.ג תח קורולה 93-02/אבנסיס עד 03/קרינה עד 96,G061,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74371601GSP,ב.ג תח קמרי 01+/סיינה,G776,פעיל,25.000,0.000,0.000,0.000,5.000,0.000,20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74390313GSP,ב.ג תח 08-13 I10,G580,פעיל,68.000,0.000,0.000,0.000,6.000,0.000,62.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74390625GSP,ב.ג תח 12 I30+/סיד 13+,G1012,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74391339GSP,ב.ג תח אקסנט 07+/ריו 05+,G410,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',3.40,$
74392147GSP,ב.ג תח סונטה 98-05/קיה מג'נטיס 01+,G790,פעיל,23.000,0.000,0.000,0.000,5.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74392153GSP,ב.ג.על סונטה 99-05,G1002,פעיל,26.000,0.000,0.000,0.000,6.000,0.000,20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74450359GSP,ב.ג תח B2500 4X2 עד 99,G146,פעיל,34.000,0.000,0.000,0.000,9.000,0.000,25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74450365GSP,ב.ג על 4X2+4X4 B2500,G827,פעיל,26.000,0.000,0.000,0.000,8.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74450367GSP,ב.ג תח 4X4 BT50/B2500,G065,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',4.30,$
74450471GSP,ב.ג על BT50 4X2,G553,פעיל,148.000,0.000,0.000,0.000,7.000,0.000,141.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74450473GSP,ב.ג על BT50 4X2,G554,פעיל,75.000,0.000,0.000,0.000,7.000,0.000,68.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74450475GSP,ב.ג תח BT50 4X4,G556,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74451383GSP,ב.ג תח מזדה 323 16 ממ,G062,פעיל,187.000,0.000,0.000,0.000,193.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74451385GSP,ב.ג תח מזדה 323 18 ממ/לנטיס עד 98,G063,פעיל,10.000,0.000,0.000,0.000,6.000,0.000,4.00,0.00,,,,2.00,0.00,0.00,יח',0.00,
74490103GSP,ב.ג תח 4X2 L200/מגנום 4X2 עד 97,G069,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74490199GSP,ב.ג על 4X2 L200/מגנום 4X2/בופאלו 4X2,G148,פעיל,65.000,0.000,0.000,0.000,8.000,0.000,57.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74490209GSP,ב.ג על L400/L300/יונדאי H100/H1/סופר טראק,G149,פעיל,-1.000,0.000,0.000,0.000,1.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74490211GSP,ב.ג תח L300/יונדאי H100+טראק,G150,פעיל,2.000,0.000,0.000,0.000,6.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491017GSP,ב.ג תח לנסר/ס.לנסר/כריזמה/גלנט/קולט/ספייס וואגון,G070,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491223GSP,ב.ג תח שמאל מגנום 4X4/פג'רו,G156,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491225GSP,ב.ג תח ימין מגנום 4X4/פג'רו,G157,פעיל,5.000,0.000,0.000,0.000,10.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491227GSP,ב.ג על ימין+שמאל מגנום 4X4/פג'רו,G158,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491229GSP,ב.ג על ימין+שמאל מגנום 4X4/פג'רו,G159,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491639GSP,ב.ג תח ימין מגנום 4X4/פג'רו,G187,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491651GSP,ב.ג תח פג'רו 01-11/האנטר,G835,פעיל,-4.000,0.000,0.000,0.000,3.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74491653GSP,ב.ג על פג'רו 01-11/האנטר,G832,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74550557GSP,ב.ג על ווינר 4X4,G815,פעיל,54.000,0.000,0.000,0.000,7.000,0.000,47.00,0.00,,,,0.00,4.00,0.00,יח',0.00,
74550559GSP,ב.ג תח ווינר 4X4,G834,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',3.86,$
74550973GSP,ב.ג על טרנו/פיק אפ,G107,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74550975GSP,ב.ג תח טרנו עד 96,G108,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74551683GSP,ב.ג תח סאני/אלמרה עד 99/פרימיירה,G174,פעיל,8.000,0.000,0.000,0.000,5.000,0.000,3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74570289GSP,ב.ג תח מוסו עד 05,G1005,פעיל,6.000,0.000,0.000,0.000,7.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74570291GSP,ב.ג תח סאניאנג מוסו 93+,G1017,פעיל,25.000,0.000,0.000,0.000,7.000,0.000,18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580103GSP,ב.ג תח ימין אוקטביה 05+/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסט,G368,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580105GSP,ב.ג תח שמאל אוקטביה 05+/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסט,G369,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580197GSP,ב.ג תח ימין אוקטביה 98-04/גולף/בורה/A3/קורדובה/טולדו/לאון,G031B,פעיל,-18.000,0.000,0.000,0.000,8.000,0.000,-26.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
74580199GSP,ב.ג תח שמאל אוקטביה 98-04/גולף/בורה/A3/קורדובה/טולדו/לאון,G032B,פעיל,-18.000,0.000,0.000,0.000,7.000,0.000,-25.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
